OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,OVERALL,LOW_UTC,POS_UTC,GIS_ID,GLOBALID,FIELD,SHAPEAREA,SHAPELEN
319,11,001,005501,1,110010055011,Block Group 1,G5030,S,91193,0,+38.9063174,-077.0489831,130,22.53,22.53,2.27,10.09,0.3,1.31,11.42,50.7,19.96,88.6,4.23,18.77,0.74,3.29,2.16,9.57,1.41,6.28,0,0,0,0,2.27,10.09,0.27,1.21,3.19,14.17,2.92,12.96,0,0,17.07,75.75,17.07,75.75,0,0,0,0,1.8,7.98934754,0.47,2.10065246,2.51,11.14070129,-0.24,-1.05070129,2.39,10.60807812,-0.12,-0.51807812,0,12.96179049,33.05967096,0.03828798,0,7.19036279,89.91,14.17,UTC_BlockGroupPly_2020_130,{F547134D-8CDE-4ABD-BA35-5FD3E1E9295C},,0,0
320,11,001,004902,2,110010049022,Block Group 2,G5030,S,78469,0,+38.9064431,-077.0244782,257,19.38,19.38,1.72,8.88,0.2,1.03,9.82,50.66,17.45,90.01,3.57,18.43,0.61,3.17,1.28,6.59,2.16,11.16,0,0,0.02,0.09,1.72,8.88,0.17,0.89,2.09,10.78,1.92,9.89,0,0,15.57,80.34,15.55,80.25,0.02,0.09,0,0,1.27,6.55314757,0.45,2.32685243,1.82,9.39112487,-0.1,-0.51112487,1.23,6.34674923,0.49,2.53325077,1.26679161,9.89186558,32.6875584,0.74873152,0,7.04512796,91.12,10.78,UTC_BlockGroupPly_2020_257,{311658A2-28B3-4A0B-9E70-5A923B83F765},,0,0
321,11,001,005203,3,110010052033,Block Group 3,G5030,S,32840,0,+38.9065104,-077.0329381,150,8.11,8.11,0.3,3.69,0.74,9.13,2.7,33.23,7.07,87.18,2.6,31.99,0.14,1.67,0.99,12.21,0.66,8.08,0,0,0,0,0.3,3.69,0.13,1.63,1.12,13.78,0.99,12.15,0.61,7.49,6.7,82.53,6.09,75.04,0,0,0,0,0.28,3.45252774,0.02,0.23747226,0.46,5.67200986,-0.16,-1.98200986,0.24,2.95930949,0.06,0.73069051,0,12.15911508,32.75795837,0,0,7.18365688,96.31,13.78,UTC_BlockGroupPly_2020_150,{5F3749D9-18C2-4F58-9025-30895F899D8F},,0,0
322,11,001,005003,2,110010050032,Block Group 2,G5030,S,43164,0,+38.9062443,-077.0306697,151,10.66,10.66,1.55,14.56,0.32,3,3.43,32.13,8.79,82.44,3.23,30.27,0.38,3.57,1.08,10.09,0.68,6.38,0,0,0,0,1.55,14.56,0.29,2.68,1.76,16.53,1.48,13.85,0.01,0.12,7.35,68.91,7.34,68.79,0,0,0,0,1.02,9.5684803,0.53,4.9915197,1.92,18.01125704,-0.37,-3.45125704,1.48,13.8836773,0.07,0.6763227,0,13.85137558,32.66109623,0,0,7.14004879,85.44,16.53,UTC_BlockGroupPly_2020_151,{91392BF3-3940-4F3E-B357-C8345CFCB99B},,0,0
323,11,001,005004,1,110010050041,Block Group 1,G5030,S,39704,0,+38.9064439,-077.0283291,173,9.81,9.81,1.55,15.82,0.26,2.65,3.63,36.96,8,81.52,2.14,21.8,0.24,2.46,0.76,7.77,1.23,12.54,0,0,0,0,1.55,15.82,0.25,2.55,1.26,12.88,1.01,10.33,0,0,7,71.3,7,71.3,0,0,0,0,0.99,10.09174312,0.56,5.72825688,1.52,15.49439348,0.03,0.32560652,1.31,13.35372069,0.24,2.46627931,0.27295097,10.33761963,32.62391585,0.38117761,0,6.97295478,84.18,12.88,UTC_BlockGroupPly_2020_173,{4D14ADE6-3D5A-4CE2-88B6-E802FB0F5F9B},,0,0
324,11,001,010100,1,110010101001,Block Group 1,G5030,S,185492,0,+38.9039457,-077.0349530,523,45.84,45.84,3,6.54,0.5,1.09,22.49,49.07,42.34,92.36,12.67,27.63,0.46,1,4.51,9.84,2.21,4.82,0,0,0,0.01,3,6.54,0.45,0.99,5.44,11.87,4.99,10.88,0.02,0.05,37.4,81.59,37.37,81.53,0,0.01,0,0,1.98,4.31937173,1.02,2.22062827,3.32,7.2425829,-0.32,-0.7025829,2.87,6.2609075,0.13,0.2790925,0,10.87945633,32.60033346,0,0,7.05471942,93.46,11.87,UTC_BlockGroupPly_2020_523,{3AA68E27-3019-4366-BF6F-E83927302969},,0,0
325,11,001,008903,3,110010089033,Block Group 3,G5030,S,105876,0,+38.9030446,-076.9804334,323,26.16,26.16,2.68,10.25,0.97,3.72,5.49,21,22.51,86.03,7.11,27.17,2.48,9.47,1.57,6.01,5.85,22.38,0,0,0,0,2.68,10.25,0.96,3.68,5.02,19.21,4.06,15.52,0,0,18.46,70.54,18.46,70.54,0,0,0,0,3.35,12.8058104,-0.67,-2.5558104,2.2,8.40978593,0.48,1.84021407,3.25,12.4235474,-0.57,-2.1735474,1.8095696,15.52248751,32.47984469,0,0,7.30274902,89.75,19.21,UTC_BlockGroupPly_2020_323,{D6C26FED-CB27-4AF4-84C9-1CEA9E836F28},,0,0
326,11,001,008802,3,110010088023,Block Group 3,G5030,S,180747,0,+38.9040247,-076.9891353,508,44.66,44.66,10.1,22.61,4.82,10.8,11.6,25.98,29.74,66.59,6.4,14.32,1.09,2.44,1.79,4.02,8.86,19.84,0,0,0,0,10.1,22.61,4.74,10.61,7.65,17.12,2.91,6.51,0.06,0.13,26.92,60.27,26.86,60.14,0,0,0,0,11.11,24.87684729,-1.01,-2.26684729,10.09,22.59292432,0.01,0.01707568,11.42,25.57098074,-1.32,-2.96098074,5.42170675,6.5118299,33.17982633,3.47224419,0,7.17126965,77.39,17.12,UTC_BlockGroupPly_2020_508,{3AF53C1B-05DB-4404-8809-2920A3289F41},,0,0
327,11,001,008903,1,110010089031,Block Group 1,G5030,S,82796,0,+38.9048370,-076.9742272,194,20.46,20.46,2.83,13.84,5.82,28.44,4.19,20.47,11.81,57.72,3.64,17.82,0.18,0.86,1.1,5.4,2.7,13.18,0,0,0,0,2.83,13.84,5.3,25.92,6.59,32.2,1.29,6.29,0.51,2.49,11.04,53.95,10.53,51.46,0,0,0,0,3.81,18.62170088,-0.98,-4.78170088,3.06,14.95601173,-0.23,-1.11601173,3.13,15.29814272,-0.3,-1.45814272,16.16135828,6.28874742,31.83223631,0.30690497,3.40402266,7.70604911,86.16,32.2,UTC_BlockGroupPly_2020_194,{FE3A22CB-EC71-4548-B67F-B91ECD21902A},,0,0
328,11,001,010602,1,110010106021,Block Group 1,G5030,S,77977,0,+38.9044904,-076.9963494,325,19.27,19.27,3.96,20.58,0.75,3.87,5.73,29.72,14.56,75.56,4,20.78,0,0,0.79,4.13,4.03,20.94,0,0,0,0,3.96,20.58,0.72,3.73,1.53,7.94,0.81,4.21,0.01,0.05,13.77,71.48,13.76,71.43,0,0,0,0,4.34,22.52205501,-0.38,-1.94205501,5.27,27.34820965,-1.31,-6.76820965,4.6,23.87130254,-0.64,-3.29130254,0.66481195,4.20861371,33.63002956,0,0,6.83676951,79.42,7.94,UTC_BlockGroupPly_2020_325,{41666745-ECB0-46D0-BEF5-28304917D7DA},,0,0
329,11,001,008802,1,110010088021,Block Group 1,G5030,S,67436,0,+38.9042738,-076.9832359,538,16.66,16.66,2.97,17.81,1.64,9.84,4.78,28.72,12.05,72.35,3.17,19,0.3,1.78,0.7,4.2,3.11,18.65,0,0,0,0,2.97,17.81,1.63,9.76,2.64,15.82,1.01,6.06,0,0,11.06,66.37,11.06,66.37,0,0,0,0,3.58,21.48859544,-0.61,-3.67859544,2.74,16.44657863,0.23,1.36342137,3.35,20.10804322,-0.38,-2.29804322,5.11663293,6.06045972,32.71921883,0,0,7.03556426,82.19,15.82,UTC_BlockGroupPly_2020_538,{F5B0296D-8818-48AB-B233-D1B665245092},,0,0
330,11,001,010700,1,110010107001,Block Group 1,G5030,S,638412,0,+38.9027892,-077.0421055,525,157.75,157.75,11.25,7.13,1.8,1.14,75.98,48.16,144.7,91.72,41.92,26.57,1.6,1.02,18.86,11.96,6.33,4.01,0,0,0.01,0,11.25,7.13,0.7,0.44,20.89,13.24,20.19,12.8,0.98,0.62,125.61,79.63,124.62,79,0.01,0,0,0,9.9,6.27575277,1.35,0.85424723,11.39,7.22028526,-0.14,-0.09028526,10.08,6.38985737,1.17,0.74014263,0.19728652,12.79625965,32.51836651,0.03417692,0,7.11631624,92.87,13.24,UTC_BlockGroupPly_2020_525,{153E92DD-86E9-4400-92E2-6239E8BCD098},,0,0
331,11,001,004902,3,110010049023,Block Group 3,G5030,S,119669,0,+38.9044127,-077.0242911,179,29.57,29.57,1.6,5.4,0.33,1.13,17.42,58.9,27.63,93.43,6.36,21.51,0.19,0.63,2.28,7.7,1.39,4.69,0,0,0.01,0.04,1.6,5.4,0.19,0.64,2.61,8.83,2.42,8.19,0.13,0.44,25.36,85.77,25.22,85.29,0.01,0.04,0,0,1.37,4.63307406,0.23,0.76692594,1.76,5.95197836,-0.16,-0.55197836,1.58,5.3432533,0.02,0.0567467,0.50608085,8.18614919,32.61846543,1.27103947,0,6.98112614,94.6,8.83,UTC_BlockGroupPly_2020_179,{DDA4F8EB-CB6A-4F79-8CF2-797CEDB6064F},,0,0
332,11,001,005004,3,110010050043,Block Group 3,G5030,S,31157,0,+38.9049935,-077.0281794,174,7.7,7.7,1.13,14.65,0.15,1.99,2.64,34.34,6.42,83.36,1.92,24.95,0.53,6.89,0.57,7.35,0.76,9.83,0,0,0,0,1.13,14.65,0.14,1.8,1.25,16.23,1.11,14.43,0,0,5.32,69.12,5.32,69.12,0,0,0,0,0.86,11.16883117,0.27,3.48116883,1.22,15.84415584,-0.09,-1.19415584,1.09,14.15584416,0.04,0.49415584,4.92162332,14.42196863,32.55711126,2.13279292,0,7.30592967,85.35,16.23,UTC_BlockGroupPly_2020_174,{17858753-24E2-4AE3-9C0A-B48D790659ED},,0,0
333,11,001,004704,1,110010047041,Block Group 1,G5030,S,93631,0,+38.9040816,-077.0106183,90,23.13,23.13,2.45,10.58,3.05,13.19,2.19,9.47,17.64,76.23,4.07,17.58,4.01,17.35,1.74,7.51,5.63,24.33,0,0,0,0,2.45,10.58,2.98,12.9,8.76,37.86,5.77,24.96,0.04,0.19,11.93,51.56,11.88,51.37,0,0,0,0,2.93,12.66753134,-0.48,-2.08753134,3.65,15.78037181,-1.2,-5.20037181,3.61,15.60743623,-1.16,-5.02743623,7.17995266,24.96693802,33.57640624,19.85478758,0,8.62205284,89.42,37.86,UTC_BlockGroupPly_2020_90,{5FEEC1C7-E325-44E8-B3C0-ED38E258FE34},,0,0
334,11,001,010603,2,110010106032,Block Group 2,G5030,S,29216,0,+38.9051652,-077.0074770,188,7.22,7.22,0.56,7.77,0.56,7.81,2.69,37.32,6.1,84.42,0.97,13.4,1.24,17.19,0.75,10.38,0.44,6.13,0,0,0,0,0.56,7.77,0.56,7.77,2.55,35.38,1.99,27.61,0,0,4.1,56.85,4.1,56.85,0,0,0,0,0.15,2.07756233,0.41,5.69243767,0.23,3.18559557,0.33,4.58440443,0.36,4.98614958,0.2,2.78385042,0,27.6128285,33.51445125,20.97220564,0,8.49199023,92.23,35.38,UTC_BlockGroupPly_2020_188,{AE7F34F2-FB93-47E8-8F8A-0F27B903320A},,0,0
335,11,001,010603,3,110010106033,Block Group 3,G5030,S,126957,0,+38.9038929,-077.0062313,91,31.37,31.37,2.42,7.73,1.12,3.58,9.77,31.15,27.81,88.65,3.47,11.07,5.58,17.8,2.77,8.83,6.21,19.79,0,0,0.01,0.05,2.42,7.73,1.09,3.47,9.48,30.22,8.39,26.74,0,0,19.47,62.05,19.45,62.01,0.01,0.05,0,0,1.99,6.34364042,0.43,1.38635958,2.67,8.51131654,-0.25,-0.78131654,2.08,6.63053873,0.34,1.09946127,0,26.74209381,33.30445529,0,0,7.92379031,92.27,30.22,UTC_BlockGroupPly_2020_91,{065DA32C-219B-48A7-BE6C-E456AAA94590},,0,0
336,11,001,010100,3,110010101003,Block Group 3,G5030,S,248032,0,+38.9018655,-077.0320883,153,61.29,61.29,8.07,13.17,1.74,2.84,24.95,40.71,51.47,83.98,18.33,29.91,0.22,0.36,6.72,10.97,1.25,2.03,0,0,0,0,8.07,13.17,0.05,0.08,6.52,10.63,6.47,10.55,1.65,2.7,46.7,76.2,45.05,73.5,0,0,0,0,7.18,11.7147985,0.89,1.4552015,9.37,15.2879752,-1.3,-2.1179752,8.28,13.50954479,-0.21,-0.33954479,0,10.55452733,32.74602941,0.06362624,0,6.97249443,86.83,10.63,UTC_BlockGroupPly_2020_153,{806E6F2F-160E-4E25-9852-23399A4BE3DE},,0,0
337,11,001,004703,4,110010047034,Block Group 4,G5030,S,49822,0,+38.9037273,-077.0151509,183,12.31,12.31,1.79,14.51,1.67,13.58,2.14,17.43,8.85,71.9,3.52,28.62,1.5,12.19,0.82,6.66,0.86,7.01,0,0,0,0.01,1.79,14.51,1.53,12.42,3.99,32.43,2.46,20,0,0,6.53,53.06,6.53,53.05,0,0.01,0,0,1.45,11.77904143,0.34,2.73095857,2.25,18.27782291,-0.46,-3.76782291,1.77,14.37855402,0.02,0.13144598,2.05877115,20.00128368,33.86028281,4.53519532,0,7.95207593,85.49,32.43,UTC_BlockGroupPly_2020_183,{96200BE2-6B87-42F4-8A03-1CF01F3DAD65},,0,0
338,11,001,005501,2,110010055012,Block Group 2,G5030,S,73556,0,+38.9039863,-077.0499895,128,18.17,18.17,3.09,17,1.04,5.73,5.92,32.57,14.04,77.26,4.11,22.61,0.06,0.33,2.57,14.16,1.38,7.59,0,0,0,0,3.09,17,0.5,2.76,2.53,13.94,2.03,11.18,0.52,2.85,12.55,69.06,12.03,66.21,0,0,0,0,2.31,12.71326362,0.78,4.28673638,3.49,19.20748487,-0.4,-2.20748487,2.81,15.46505228,0.28,1.53494772,0,11.18140563,33.40525097,0.07235394,0,7.1195628,83,13.94,UTC_BlockGroupPly_2020_128,{95BE284A-D31C-4832-8567-4EBA9E69A38D},,0,0
339,11,001,005503,1,110010055031,Block Group 1,G5030,S,63015,390,+38.9040910,-077.0523632,395,15.67,15.66,3.1,19.81,1.15,7.34,5.93,37.87,11.41,72.8,3.16,20.15,0.13,0.86,1.48,9.47,0.7,4.46,0.01,0.03942658,0,0,3.1,19.82,1.12,7.17,2.77,17.68,1.65,10.5,0,0,9.79,62.5,9.79,62.5,0,0,0.01,0.04,2.21,14.11238825,0.89,5.70761175,2.98,19.0293742,0.12,0.7906258,2.95,18.83780332,0.15,0.98219668,0,10.60813635,32.59489341,0,0.4366003,7.02575428,80.18,17.68,UTC_BlockGroupPly_2020_395,{70297EA0-F907-485B-BF1D-CDF32A1813C0},,0,0
340,11,001,004703,3,110010047033,Block Group 3,G5030,S,16848,0,+38.9041031,-077.0172290,165,4.16,4.16,0.42,9.99,0.1,2.46,1.57,37.73,3.64,87.51,1.09,26.1,0.12,2.9,0.5,11.93,0.37,8.85,0,0,0,0.04,0.42,9.99,0.08,1.94,0.64,15.49,0.56,13.55,0.02,0.37,3.1,74.51,3.08,74.11,0,0.04,0,0,0.51,12.25961538,-0.09,-2.26961538,0.3,7.21153846,0.12,2.77846154,0.21,5.04807692,0.21,4.94192308,0,13.56109581,34.06651643,0,0,7.40083279,90.01,15.49,UTC_BlockGroupPly_2020_165,{EBA28456-4FB5-4220-9653-22864744AD26},,0,0
341,11,001,010100,2,110010101002,Block Group 2,G5030,S,145706,0,+38.9025230,-077.0274828,154,36,36,3.76,10.45,0.82,2.26,13.88,38.56,31.43,87.29,11.24,31.21,0.11,0.3,5.2,14.44,1,2.79,0,0,0,0,3.76,10.45,0.39,1.08,5.59,15.53,5.21,14.46,0.39,1.09,26.65,74.02,26.26,72.93,0,0,0,0,2.37,6.58333333,1.39,3.86666667,3.1,8.61111111,0.66,1.83888889,3.08,8.55555556,0.68,1.89444444,0,14.45978324,32.57084299,0.45266268,0,7.17727574,89.55,15.53,UTC_BlockGroupPly_2020_154,{C28A5AF3-3AF8-495F-B855-073DAEAC5576},,0,0
342,11,001,008904,2,110010089042,Block Group 2,G5030,S,85722,0,+38.9023067,-076.9746640,195,21.18,21.18,3.15,14.86,4.82,22.78,5.12,24.15,13.21,62.36,3.23,15.24,0.57,2.7,1.12,5.28,3.17,14.99,0,0,0,0,3.15,14.86,4.81,22.73,6.51,30.75,1.7,8.03,0,0,11.52,54.38,11.52,54.38,0,0,0,0,3.31,15.6279509,-0.16,-0.7679509,2.42,11.42587347,0.73,3.43412653,2.97,14.02266289,0.18,0.83733711,17.63997811,8.02917486,32.10903806,0,0,7.64429282,85.14,30.75,UTC_BlockGroupPly_2020_195,{513D991A-7400-4C75-8EDF-794529713E3C},,0,0
343,11,001,005601,2,110010056012,Block Group 2,G5030,S,74087,1275,+38.9031586,-077.0540309,199,18.63,18.46,5.32,28.58,1.85,9.95,3.11,16.71,11.28,60.58,5.93,31.85,0.44,2.36,0.82,4.43,0.97,5.23,0.17,0.89417196,0,0,5.32,28.84,1.84,9.97,3.12,16.89,1.28,6.92,0,0,10.02,54.28,10.02,54.28,0,0,0.17,0.9,3.94,21.34344529,1.38,7.49655471,4.81,26.05633803,0.51,2.78366197,5.3,28.71072589,0.02,0.12927411,0.4198003,7.85191783,32.26067722,0.27787581,0,6.77774423,71.16,16.89,UTC_BlockGroupPly_2020_199,{29D23E49-E98E-4EA4-B940-DDD49E15CD73},,0,0
344,11,001,008802,2,110010088022,Block Group 2,G5030,S,127552,0,+38.9021302,-076.9845691,507,31.52,31.52,6.65,21.11,1.91,6.06,8.64,27.41,22.96,72.84,5.68,18.02,1.22,3.86,1.33,4.22,6.09,19.33,0,0,0,0,6.65,21.11,1.89,6,4.46,14.14,2.57,8.14,0,0,20.41,64.76,20.41,64.76,0,0,0,0,8.18,25.95177665,-1.53,-4.84177665,6.85,21.7322335,-0.2,-0.6222335,8.43,26.74492386,-1.78,-5.63492386,3.95342401,8.13832793,33.0405136,0.3261889,0,7.04839442,78.89,14.14,UTC_BlockGroupPly_2020_507,{A6F4F7F8-026C-4BF9-BCE9-5587DD62299B},,0,0
345,11,001,007807,2,110010078072,Block Group 2,G5030,S,281391,0,+38.8991961,-076.9232083,558,69.52,69.52,16.84,24.22,14.48,20.83,11.7,16.82,38.19,54.93,7.21,10.37,4.52,6.51,4.51,6.49,10.25,14.74,0,0,0.01,0.02,16.84,24.22,12.97,18.65,22.01,31.65,9.04,13,1.51,2.17,30.68,44.12,29.16,41.94,0.01,0.02,0,0,14.88,21.40391254,1.96,2.81608746,15.69,22.56904488,1.15,1.65095512,17.04,24.51093211,-0.2,-0.29093211,7.90060311,13.35454493,32.10645598,8.80857708,3.44256666,7.75100617,75.78,31.65,UTC_BlockGroupPly_2020_558,{F84D2D08-26CE-4774-BD43-0E4CFCDFC5F2},,0,0
346,11,001,007809,1,110010078091,Block Group 1,G5030,S,255912,0,+38.9017541,-076.9278893,21,63.22,63.22,19.21,30.38,12.79,20.22,10.25,16.21,31.23,49.4,9.05,14.32,2.25,3.56,2.37,3.75,7.31,11.56,0,0,0,0,19.21,30.38,12.77,20.2,17.4,27.52,4.63,7.32,0.01,0.01,26.62,42.1,26.61,42.09,0,0,0,0,18.92,29.92723822,0.29,0.45276178,18.66,29.51597596,0.55,0.86402404,19.84,31.3824739,-0.63,-1.0024739,14.42151586,7.31825496,32.27990271,3.53215074,8.31928674,7.75909274,69.62,27.52,UTC_BlockGroupPly_2020_21,{1A3F4D15-AB55-41AB-9022-34076D0288BD},,0,0
347,11,001,008410,1,110010084101,Block Group 1,G5030,S,219939,0,+38.9015543,-076.9911234,503,54.34,54.34,10.27,18.9,3.04,5.59,15.93,29.31,41.03,75.51,10.89,20.03,1.12,2.06,3.36,6.17,9.74,17.93,0,0,0,0,10.27,18.9,2.98,5.49,7.5,13.81,4.52,8.32,0.01,0.02,36.56,67.29,36.55,67.27,0,0,0,0,11.16,20.53735738,-0.89,-1.63735738,10.05,18.49466323,0.22,0.40533677,12.08,22.23040118,-1.81,-3.33040118,0.84521479,8.32173073,33.33978239,0.06062844,0,7.0328245,81.1,13.81,UTC_BlockGroupPly_2020_503,{66F3B3FF-74A1-47D2-BF9F-5954538A712E},,0,0
348,11,001,009602,3,110010096023,Block Group 3,G5030,S,358873,0,+38.8989116,-076.9508830,333,88.67,88.67,10.15,11.45,12.75,14.38,10.68,12.04,65.75,74.15,16.88,19.04,13.08,14.75,4.21,4.74,20.9,23.58,0,0,0.02,0.02,10.15,11.45,12.71,14.33,30.04,33.88,17.33,19.55,0,0,48.48,54.68,48.46,54.66,0.02,0.02,0,0,14.12,15.92421338,-3.97,-4.47421338,15.21,17.15349047,-5.06,-5.70349047,12.49,14.08593662,-2.34,-2.63593662,0.54120105,19.54660139,32.24774031,0.61527194,0.09401937,7.61813557,88.55,33.88,UTC_BlockGroupPly_2020_333,{C1F9EA42-D171-4328-BCCD-CDA713FB761F},,0,0
349,11,001,004703,2,110010047032,Block Group 2,G5030,S,40351,0,+38.9030530,-077.0194465,163,9.97,9.97,0.86,8.59,0.42,4.17,2.35,23.56,8.69,87.21,2.56,25.71,1.48,14.88,1.51,15.18,0.79,7.88,0,0,0,0.03,0.86,8.59,0.38,3.78,3.36,33.71,2.98,29.92,0.02,0.21,5.75,57.7,5.73,57.47,0,0.03,0,0,0.41,4.11233701,0.45,4.47766299,0.92,9.22768305,-0.06,-0.63768305,0.86,8.62587763,0,-0.03587763,0,29.9374976,33.82460165,4.8276572,0,8.2461245,91.41,33.71,UTC_BlockGroupPly_2020_163,{53DD4F89-B012-482F-BF3A-7D8C763FE468},,0,0
350,11,001,004703,1,110010047031,Block Group 1,G5030,S,17103,0,+38.9031255,-077.0169062,168,4.23,4.23,0.77,18.12,0.29,6.93,0.87,20.68,3.16,74.85,0.73,17.26,0.7,16.66,0.54,12.68,0.32,7.57,0,0,0,0.09,0.77,18.12,0.28,6.53,1.53,36.27,1.26,29.74,0,0,1.93,45.61,1.92,45.51,0,0.09,0,0,0.78,18.43971631,-0.01,-0.31971631,0.5,11.82033097,0.27,6.29966903,0.51,12.05673759,0.26,6.06326241,25.90855423,29.68226561,34.15963545,1.29211153,0,8.86937985,81.88,36.27,UTC_BlockGroupPly_2020_168,{60F9976F-1B2B-49AD-9258-15261BB33F55},,0,0
351,11,001,010602,2,110010106022,Block Group 2,G5030,S,118203,0,+38.9019661,-076.9967018,190,29.21,29.21,5.45,18.66,2.67,9.14,9.19,31.48,21.09,72.2,4.44,15.2,0.82,2.8,1.81,6.19,4.83,16.54,0,0,0,0,5.45,18.66,2.14,7.34,4.8,16.42,2.65,9.08,0.5,1.7,18.96,64.92,18.46,63.22,0,0,0,0,5.77,19.75350907,-0.32,-1.09350907,7.23,24.75179733,-1.78,-6.09179733,5.77,19.75350907,-0.32,-1.09350907,2.25292753,9.08139771,33.39355196,2.01361005,0,7.19097193,81.34,16.42,UTC_BlockGroupPly_2020_190,{6197397D-5374-44BA-A048-DB94879580B4},,0,0
352,11,001,008904,3,110010089043,Block Group 3,G5030,S,193495,0,+38.9008010,-076.9721229,348,47.81,47.81,8.19,17.13,12.8,26.77,10.64,22.26,26.82,56.1,3.26,6.81,5.11,10.69,3.59,7.5,4.23,8.84,0,0,0,0,8.19,17.13,11.43,23.91,20.17,42.19,8.74,18.27,1.32,2.77,19.45,40.68,18.13,37.91,0,0,0,0,7.68,16.06358502,0.51,1.06641498,7.52,15.728927,0.67,1.401073,7.59,15.87533989,0.6,1.25466011,11.99710469,18.27525451,32.15614541,34.47690867,0,8.63575133,82.87,42.19,UTC_BlockGroupPly_2020_348,{E18910BF-1A9C-4009-BC40-7CB253B66FB7},,0,0
353,11,001,008904,1,110010089041,Block Group 1,G5030,S,170126,0,+38.9005172,-076.9780491,564,42.04,42.04,6.29,14.96,4.15,9.87,8.93,21.25,31.6,75.17,7.13,16.95,8.24,19.61,2.24,5.32,5.06,12.03,0,0,0,0,6.29,14.96,4.12,9.81,14.62,34.78,10.5,24.97,0,0.01,21.13,50.26,21.12,50.24,0,0,0,0,7.21,17.15033302,-0.92,-2.19033302,4.79,11.39391056,1.5,3.56608944,6.77,16.10371075,-0.48,-1.14371075,4.54765976,24.96798857,32.25881932,1.22483409,0,7.85448584,85.04,34.78,UTC_BlockGroupPly_2020_564,{1C53E732-8B9F-4C73-B4C1-2C7E98B87301},,0,0
354,11,001,007809,2,110010078092,Block Group 2,G5030,S,279342,0,+38.9013442,-076.9361406,22,69.02,69.02,21.42,31.04,12.9,18.69,11.65,16.88,34.69,50.27,10.52,15.25,2.18,3.16,2.4,3.47,7.95,11.51,0,0,0,0,21.42,31.04,12.89,18.67,17.47,25.32,4.59,6.65,0,0,30.12,43.64,30.12,43.64,0,0,0,0,21.25,30.78817734,0.17,0.25182266,19.97,28.93364242,1.45,2.10635758,20.42,29.58562735,1,1.45437265,9.59466394,6.64839767,32.33217445,0.3206499,1.17910198,7.19627484,68.96,25.32,UTC_BlockGroupPly_2020_22,{9A90D4DE-E0EF-4E45-99E7-8835B6A28875},,0,0
355,11,001,005802,5,110010058025,Block Group 5,G5030,S,296867,0,+38.8991820,-077.0243141,177,73.36,73.36,4.81,6.56,1.22,1.66,35.33,48.15,67.33,91.78,17.92,24.43,1.19,1.62,11.23,15.31,1.66,2.26,0,0,0,0,4.81,6.56,0.47,0.64,12.27,16.72,11.8,16.08,0.7,0.95,56.28,76.71,55.58,75.76,0,0,0,0,2.74,3.73500545,2.07,2.82499455,4.21,5.73882225,0.6,0.82117775,4.53,6.17502726,0.28,0.38497274,0.28304354,16.08307068,32.63530012,0.86064262,0,7.31320506,93.44,16.72,UTC_BlockGroupPly_2020_177,{43AFF726-D9CC-4B04-BFA0-EAE3EFD802AD},,0,0
356,11,001,005602,3,110010056023,Block Group 3,G5030,S,175840,6261,+38.8988888,-077.0554558,136,45,44.02,11.34,25.21,7.96,17.7,6.3,14,24.71,54.92,11.5,25.55,1.27,2.81,2.77,6.16,2.88,6.4,0.98,2.17566788,0,0,11.34,25.77,7.51,17.07,11.59,26.33,4.08,9.26,0.39,0.89,21.09,47.9,20.69,47.01,0,0,0.98,2.22,8.45,19.19582008,2.89,6.57417992,11.4,25.8973194,-0.06,-0.1273194,11.66,26.48796002,-0.32,-0.71796002,1.1735812,11.5749848,31.97338313,1.77295327,0,7.0923306,74.23,26.33,UTC_BlockGroupPly_2020_136,{80BB5553-4CC4-4A9C-A199-57716D9343A3},,0,0
